country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","10-03-2025 17:00:00","8.816428 ",78.099039,SO2,5,23,13
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","10-03-2025 17:00:00",10.830158,78.691849,NO2,8,11,9
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","10-03-2025 17:00:00",10.358535,77.984321,SO2,18,22,21
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","10-03-2025 17:00:00",13.4127,80.1081,NO2,17,52,33
India,TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB","10-03-2025 17:00:00",12.864618,79.659968,PM2.5,22,69,35
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","10-03-2025 17:00:00",10.967820,78.080882,PM2.5,23,95,45
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","10-03-2025 17:00:00",10.967820,78.080882,SO2,33,40,37
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","10-03-2025 17:00:00",9.865935,78.022669,CO,12,34,12
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","10-03-2025 17:00:00",11.4068288,76.7138973,PM2.5,NA,NA,NA
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","10-03-2025 17:00:00",10.830158,78.691849,OZONE,8,23,11
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","10-03-2025 17:00:00",8.728442,77.6962,NO2,3,9,6
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","10-03-2025 17:00:00",8.728442,77.6962,CO,20,22,21
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","10-03-2025 17:00:00",12.909494,79.131861,NH3,1,1,1
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","10-03-2025 17:00:00",12.909494,79.131861,SO2,14,15,14
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","10-03-2025 17:00:00",12.909494,79.131861,CO,14,16,15
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","10-03-2025 17:00:00",9.559382,77.948828,CO,20,27,22
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","10-03-2025 17:00:00",17.470431,78.566959,NO2,12,18,15
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","10-03-2025 17:00:00",17.518400,78.278777,NH3,1,4,2
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","10-03-2025 17:00:00",17.5316895,78.218939,PM10,32,140,90
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","10-03-2025 17:00:00",17.5316895,78.218939,NO2,32,59,42
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","10-03-2025 17:00:00",17.5316895,78.218939,NH3,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","10-03-2025 17:00:00",17.585705,78.126199,PM10,55,93,73
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","10-03-2025 17:00:00",17.429398,78.569354,OZONE,36,37,36
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","10-03-2025 17:00:00",17.429398,78.569354,NO2,11,11,11
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","10-03-2025 17:00:00",17.585705,78.126199,SO2,14,16,16
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","10-03-2025 17:00:00",28.406963,77.849831,PM2.5,56,220,112
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","10-03-2025 17:00:00",27.168897,78.376960,PM2.5,14,56,34
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","10-03-2025 17:00:00",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","10-03-2025 17:00:00",27.1594,78.3953,SO2,27,54,38
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","10-03-2025 17:00:00",27.1594,78.3953,CO,6,16,11
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.646233,77.358075,NO2,59,125,87
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.646233,77.358075,NH3,7,11,9
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.646233,77.358075,OZONE,8,34,26
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-03-2025 17:00:00",23.8175497,91.2726974,CO,19,73,26
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","10-03-2025 17:00:00",27.23711,78.01936,PM10,NA,NA,NA
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","10-03-2025 17:00:00",27.23711,78.01936,OZONE,1,30,23
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","10-03-2025 17:00:00",27.106972,78.000111,OZONE,10,12,11
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","10-03-2025 17:00:00",27.19865833,78.00598056,SO2,11,24,15
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","10-03-2025 17:00:00",27.19865833,78.00598056,CO,22,27,25
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","10-03-2025 17:00:00",27.19865833,78.00598056,OZONE,30,128,112
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","10-03-2025 17:00:00",17.37206,78.50864,CO,14,51,28
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","10-03-2025 17:00:00",17.528544,78.286195,PM10,63,65,64
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","10-03-2025 17:00:00",17.528544,78.286195,CO,20,37,24
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","10-03-2025 17:00:00",17.417094,78.457437,PM10,69,88,76
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","10-03-2025 17:00:00",17.417094,78.457437,NO2,13,20,16
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","10-03-2025 17:00:00",17.417094,78.457437,CO,33,43,38
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","10-03-2025 17:00:00",17.349694,78.451437,PM2.5,110,188,160
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","10-03-2025 17:00:00",27.19412,77.96237,SO2,20,22,20
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","10-03-2025 17:00:00",27.169338,78.03582,NO2,25,26,26
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","10-03-2025 17:00:00",27.169338,78.03582,CO,8,20,13
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","10-03-2025 17:00:00",28.964949,77.278761,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","10-03-2025 17:00:00",28.964949,77.278761,NO2,NA,NA,NA
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","10-03-2025 17:00:00",28.38910936,79.42963708,PM10,24,51,39
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.685382,77.453839,SO2,24,75,43
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.6603346,77.3572563,PM2.5,50,323,198
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.6603346,77.3572563,PM10,101,243,170
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.6603346,77.3572563,NH3,4,10,6
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-03-2025 17:00:00",26.730136,83.433859,PM2.5,40,284,152
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","10-03-2025 17:00:00",26.730136,83.433859,SO2,38,47,43
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","10-03-2025 17:00:00",25.4547,78.6039,PM10,12,39,21
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-03-2025 17:00:00",26.509954,80.249612,PM2.5,12,205,93
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.757294,77.278792,NH3,8,10,9
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.757294,77.278792,SO2,16,44,23
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","10-03-2025 17:00:00",28.757294,77.278792,CO,32,76,54
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","10-03-2025 17:00:00",28.557054,77.453663,OZONE,4,120,85
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","10-03-2025 17:00:00",26.509954,80.249612,SO2,36,43,39
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-03-2025 17:00:00",25.494,81.863,PM2.5,12,51,30
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","10-03-2025 17:00:00",25.494,81.863,NH3,6,6,6
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-03-2025 17:00:00","25.44919916 ","81.82735986 ",SO2,34,70,46
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","10-03-2025 17:00:00","25.44919916 ","81.82735986 ",CO,6,89,11
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-03-2025 17:00:00",25.301778,82.996789,PM10,33,129,78
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","10-03-2025 17:00:00",25.301778,82.996789,OZONE,1,17,8
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-03-2025 17:00:00",25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","10-03-2025 17:00:00",25.262326,82.995408,NH3,4,9,6
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","10-03-2025 17:00:00",26.4703136,80.3229863,SO2,13,24,17
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","10-03-2025 17:00:00",26.4703136,80.3229863,CO,27,50,35
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","10-03-2025 17:00:00",28.2348927,77.8683002,NO2,3,5,3
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","10-03-2025 17:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","10-03-2025 17:00:00",26.766433,80.927299,NH3,3,4,4
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-03-2025 17:00:00",26.868120,81.005119,PM10,43,126,79
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","10-03-2025 17:00:00",26.868120,81.005119,SO2,9,14,10
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","10-03-2025 17:00:00",28.849399,78.742362,CO,19,34,24
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","10-03-2025 17:00:00",28.802625,78.753728,NH3,5,5,5
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","10-03-2025 17:00:00",29.4723508,77.7194031,PM10,85,178,126
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","10-03-2025 17:00:00",29.4723508,77.7194031,SO2,4,45,16
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","10-03-2025 17:00:00",28.5447608,77.3231257,PM2.5,30,131,69
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-03-2025 17:00:00",28.840739,78.697531,PM2.5,21,55,33
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","10-03-2025 17:00:00",28.840739,78.697531,CO,12,61,52
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","10-03-2025 17:00:00",28.856664,78.772638,PM2.5,40,161,68
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","10-03-2025 17:00:00",28.856664,78.772638,NO2,25,25,25
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","10-03-2025 17:00:00",26.906111,80.948222,SO2,5,39,18
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","10-03-2025 17:00:00",26.90723,80.98579,PM2.5,50,251,118
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","10-03-2025 17:00:00",26.90723,80.98579,CO,16,36,27
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","10-03-2025 17:00:00",28.999264,77.7590354,PM10,71,118,99
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","10-03-2025 17:00:00",28.999264,77.7590354,SO2,6,28,19
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","10-03-2025 17:00:00",28.9535882,77.7622941,OZONE,14,58,35
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","10-03-2025 17:00:00",29.063510,77.709723,SO2,7,87,21
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","10-03-2025 17:00:00",28.83526,78.74460,PM10,43,117,71
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","10-03-2025 17:00:00",28.6245479,77.3577104,NO2,NA,NA,NA
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","10-03-2025 17:00:00",28.6245479,77.3577104,OZONE,67,73,70
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","10-03-2025 17:00:00",28.5898,77.3101,NH3,11,25,18
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","10-03-2025 17:00:00",26.8458805,80.9365541,PM2.5,76,336,206
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","10-03-2025 17:00:00",26.8458805,80.9365541,PM10,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","10-03-2025 17:00:00",26.8458805,80.9365541,NO2,63,110,81
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","10-03-2025 17:00:00",25.32393,82.99687,NO2,2,2,2
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","10-03-2025 17:00:00",27.5714090,77.6557570,NH3,1,2,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-03-2025 17:00:00",30.269444,78.044167,PM2.5,36,180,65
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","10-03-2025 17:00:00",30.269444,78.044167,OZONE,31,113,77
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-03-2025 17:00:00",29.2124114,78.9611753,PM2.5,65,129,88
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","10-03-2025 17:00:00",29.2124114,78.9611753,NO2,18,42,29
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","10-03-2025 17:00:00",30.075911,78.2859547,PM10,54,82,70
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","10-03-2025 17:00:00",30.075911,78.2859547,NO2,12,20,14
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-03-2025 17:00:00",23.685297,86.945968,PM2.5,98,272,174
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-03-2025 17:00:00",23.685297,86.945968,NH3,5,9,7
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","10-03-2025 17:00:00",23.685297,86.945968,SO2,11,52,23
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","10-03-2025 17:00:00",23.6979360,86.9443950,NH3,6,9,8
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB","10-03-2025 17:00:00",23.6979360,86.9443950,CO,54,96,65
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-03-2025 17:00:00",23.616515,87.119133,PM2.5,76,302,180
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","10-03-2025 17:00:00",23.616515,87.119133,NH3,2,3,2
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","10-03-2025 17:00:00",23.567923,87.306843,NO2,5,36,14
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","10-03-2025 17:00:00",22.06047,88.109737,NO2,12,29,16
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","10-03-2025 17:00:00",22.06047,88.109737,NH3,6,8,7
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","10-03-2025 17:00:00",22.629801,88.352017,PM10,89,128,110
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-03-2025 17:00:00",22.554954,88.292568,NO2,8,175,21
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-03-2025 17:00:00",22.554954,88.292568,NH3,2,66,8
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-03-2025 17:00:00",22.554954,88.292568,SO2,4,8,5
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","10-03-2025 17:00:00",22.554954,88.292568,OZONE,7,80,56
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","10-03-2025 17:00:00",22.6025571,88.3105664,NO2,11,68,32
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-03-2025 17:00:00",22.611968,88.347422,PM2.5,NA,NA,NA
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","10-03-2025 17:00:00",22.611968,88.347422,CO,NA,NA,NA
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-03-2025 17:00:00",22.5687319,88.2797276,NO2,17,35,26
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","10-03-2025 17:00:00",22.5687319,88.2797276,NH3,5,9,7
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","10-03-2025 17:00:00",22.5367507,88.3638022,OZONE,10,74,54
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","10-03-2025 17:00:00",22.556640,88.342674,NO2,30,82,51
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-03-2025 17:00:00",22.49929,88.36917,PM2.5,97,213,143
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","10-03-2025 17:00:00",22.49929,88.36917,NO2,9,35,17
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-03-2025 17:00:00",22.627847,88.380669,NH3,8,9,9
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-03-2025 17:00:00",22.627847,88.380669,SO2,9,12,10
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","10-03-2025 17:00:00",22.627847,88.380669,CO,25,34,30
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","10-03-2025 17:00:00",22.51106,88.35142,CO,8,24,14
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","10-03-2025 17:00:00",22.5448082,88.3403691,PM10,94,122,106
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-03-2025 17:00:00",16.536107,80.594233,SO2,6,9,8
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-03-2025 17:00:00",16.536107,80.594233,CO,22,34,28
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","10-03-2025 17:00:00",16.509717,80.612222,PM2.5,60,91,78
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","10-03-2025 17:00:00",16.509717,80.612222,CO,35,44,41
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","10-03-2025 17:00:00",16.509717,80.612222,OZONE,1,31,25
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-03-2025 17:00:00",16.554731,80.649110,PM2.5,48,60,53
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-03-2025 17:00:00",16.554731,80.649110,NH3,4,5,5
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","10-03-2025 17:00:00",13.67,79.35,SO2,1,10,5
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","10-03-2025 17:00:00",13.67,79.35,OZONE,15,57,32
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-03-2025 17:00:00",13.615387,79.409230,PM10,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-03-2025 17:00:00",13.615387,79.409230,NH3,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","10-03-2025 17:00:00",13.615387,79.409230,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","10-03-2025 17:00:00",16.536107,80.594233,PM2.5,50,75,57
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","10-03-2025 17:00:00",11.654054,92.734055,SO2,4,35,19
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","10-03-2025 17:00:00",11.654054,92.734055,CO,24,46,42
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","10-03-2025 17:00:00",16.5150833,80.5181667,PM10,48,103,69
India,Assam,Guwahati,"IITG, Guwahati - PCBA","10-03-2025 17:00:00",26.2028636,91.70046436,NH3,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-03-2025 17:00:00",26.10887,91.589544,PM2.5,45,328,219
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","10-03-2025 17:00:00",26.10887,91.589544,CO,10,40,19
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-03-2025 17:00:00",26.071318,91.87488,PM10,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","10-03-2025 17:00:00",26.071318,91.87488,SO2,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","10-03-2025 17:00:00",14.465052,78.824187,NO2,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","10-03-2025 17:00:00",14.465052,78.824187,SO2,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","10-03-2025 17:00:00",16.9872867,81.7363176,CO,2,40,26
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-03-2025 17:00:00",16.554731,80.649110,OZONE,10,55,39
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","10-03-2025 17:00:00",17.72,83.3,CO,14,26,23
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","10-03-2025 17:00:00",16.554731,80.649110,CO,12,30,16
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-03-2025 17:00:00",26.187500,91.744194,PM2.5,106,313,221
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-03-2025 17:00:00",26.187500,91.744194,SO2,21,37,29
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","10-03-2025 17:00:00",26.187500,91.744194,OZONE,16,17,17
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","10-03-2025 17:00:00",26.349082,92.68449,OZONE,1,16,13
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-03-2025 17:00:00",26.446912,91.439057,PM2.5,63,308,173
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","10-03-2025 17:00:00",26.446912,91.439057,OZONE,9,67,52
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-03-2025 17:00:00",26.146529,87.454184,PM2.5,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-03-2025 17:00:00",26.146529,87.454184,PM10,NA,NA,NA
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-03-2025 17:00:00",26.146529,87.454184,NO2,2,7,6
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","10-03-2025 17:00:00",26.146529,87.454184,OZONE,9,12,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","10-03-2025 17:00:00",25.5626095,84.663264,NH3,1,1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-03-2025 17:00:00",24.82827,92.79525,NO2,8,14,12
India,Assam,Silchar,"Tarapur, Silchar - PCBA","10-03-2025 17:00:00",24.82827,92.79525,OZONE,1,36,16
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","10-03-2025 17:00:00",26.987634,94.636574,PM2.5,15,98,62
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","10-03-2025 17:00:00",25.567520,83.966379,CO,31,114,42
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","10-03-2025 17:00:00",24.7955,84.9994,CO,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","10-03-2025 17:00:00",24.7955,84.9994,OZONE,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","10-03-2025 17:00:00",25.560083,87.553265,PM10,29,84,57
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","10-03-2025 17:00:00",26.0881305,87.93840336,NO2,24,32,27
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","10-03-2025 17:00:00",25.251013,86.989001,OZONE,17,19,18
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","10-03-2025 17:00:00",25.265194,87.012947,NO2,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","10-03-2025 17:00:00",24.792403,84.992416,OZONE,19,110,76
